urls,event_id,shape
http://www.mufoncms.com/files_jeud8334j/66369_submitter_file1__DSC3170adj.jpg,66369,Circle
http://www.mufoncms.com/files_jeud8334j/66367_submitter_file1__image.jpg,66367,Sphere
http://www.mufoncms.com/files_jeud8334j/66366_submitter_file1__CAM015581.jpg,66366,Chevron
http://www.mufoncms.com/files_jeud8334j/80359_submitter_file1__DSC3964.jpg,80359,Disc
http://www.mufoncms.com/files_jeud8334j/80357_submitter_file1__IMG2503.JPG,80357,Oval
http://www.mufoncms.com/files_jeud8334j/80355_submitter_file1__DSC0049.JPG,80355,Oval
http://www.mufoncms.com/files_jeud8334j/80352_submitter_file1__20161109170349.jpg,80352,Blimp
http://www.mufoncms.com/files_jeud8334j/80342_submitter_file1__20161105220119.jpg,80342,Circle
http://www.mufoncms.com/files_jeud8334j/80337_submitter_file1__20161105195319resized1.jpg,80337,Sphere
http://www.mufoncms.com/files_jeud8334j/80331_submitter_file1__IMG0415.JPG,80331,Star-like
http://www.mufoncms.com/files_jeud8334j/80330_submitter_file1__20161101170252.jpg,80330,Fireball
http://www.mufoncms.com/files_jeud8334j/36173_submitter_file1__moon22912a.jpg,36173,Cone
http://www.mufoncms.com/files_jeud8334j/36167_submitter_file1__cayla'sUFOdrawing.jpg,36167,Circle
http://www.mufoncms.com/files_jeud8334j/36163_submitter_file1__FILE0236.JPG,36163,Triangle
http://www.mufoncms.com/files_jeud8334j/36162_submitter_file1__SDC11822.JPG,36162,Star-like
http://www.mufoncms.com/files_jeud8334j/36159_submitter_file1__UFOWestofOfficeOverEdmonton.bmp,36159,Unknown
http://www.mufoncms.com/files_jeud8334j/36158_submitter_file1__CBCTowerinSherwoodPark.bmp,36158,Chevron
http://www.mufoncms.com/files_jeud8334j/65805_submitter_file1__image.jpg,65805,Sphere
http://www.mufoncms.com/files_jeud8334j/65804_submitter_file1__DSCN1063.JPG,65804,Egg
http://www.mufoncms.com/files_jeud8334j/65800_submitter_file1__UFOHoustonClark.jpg,65800,Circle
http://www.mufoncms.com/files_jeud8334j/65792_submitter_file1__whatwesaw.jpg,65792,Fireball
http://www.mufoncms.com/files_jeud8334j/65787_submitter_file1__20150523213858.jpg,65787,Disc
http://www.mufoncms.com/files_jeud8334j/65783_submitter_file1__IMG20111019193127.jpg,65783,Cylinder
http://www.mufoncms.com/files_jeud8334j/65782_submitter_file1__IllinoisSighting.jpeg,65782,Triangle
http://www.mufoncms.com/files_jeud8334j/51194_submitter_file1__image.jpg,51194,Oval
http://www.mufoncms.com/files_jeud8334j/51183_submitter_file1__Photo00004.jpg,51183,Cigar
http://www.mufoncms.com/files_jeud8334j/27063_submitter_file1__12-21-10002.JPG,27063,Disc
http://www.mufoncms.com/files_jeud8334j/27057_submitter_file1__z022.jpg,27057,Circle
http://www.mufoncms.com/files_jeud8334j/27056_submitter_file1__Chelsea_NYC_UFO_10_13_10.jpg,27056,Disc
http://www.mufoncms.com/files_jeud8334j/27051_submitter_file1__WhatISaw.jpg,27051,Unknown
http://www.mufoncms.com/files_jeud8334j/27042_submitter_file1__wired-new-york-webcam3f1.jpg,27042,Cone
http://www.mufoncms.com/files_jeud8334j/27034_submitter_file1__ufolittlechinatown.jpg,27034,Oval
http://www.mufoncms.com/files_jeud8334j/27032_submitter_file1__wired-new-york-webcam3m.jpg,27032,Cylinder
http://www.mufoncms.com/files_jeud8334j/27031_submitter_file1__2010-12-17_12.19.11newport.jpg,27031,Unknown
http://www.mufoncms.com/files_jeud8334j/4831_submitter_file1__pearls3-11-06.JPG,4831,Other
http://www.mufoncms.com/files_jeud8334j/4830_submitter_file1__5balls11-15-05.jpg,4830,Star-like
http://www.mufoncms.com/files_jeud8334j/4828_submitter_file1__ac1.jpg,4828,Circle
http://www.mufoncms.com/files_jeud8334j/4825_submitter_file1__5.21.06Obj..JPG,4825,Disc
http://www.mufoncms.com/files_jeud8334j/4823_submitter_file1__100_0962.JPG,4823,Cigar
http://www.mufoncms.com/files_jeud8334j/4817_submitter_file1__untitled.JPG,4817,Triangle
http://www.mufoncms.com/files_jeud8334j/4813_submitter_file1__DSC05536.JPG,4813,Boomerang
http://www.mufoncms.com/files_jeud8334j/4807_submitter_file1__itflies.JPG,4807,Blimp
http://www.mufoncms.com/files_jeud8334j/4801_submitter_file1__5.19.06objcloud.JPG,4801,Disc
http://www.mufoncms.com/files_jeud8334j/4800_submitter_file1__ufo.JPG,4800,Triangle
http://www.mufoncms.com/files/59866_submitter_file1__photo3.jpg,59866,Triangle
http://www.mufoncms.com/files/59865_submitter_file1__20140915214356.jpg,59865,Other
http://www.mufoncms.com/files/59864_submitter_file1__Union2014030400560.jpg,59864,Other
http://www.mufoncms.com/files/59858_submitter_file1__scan0006.jpg,59858,Disc
http://www.mufoncms.com/files/59857_submitter_file1__02.jpg,59857,Disc
http://www.mufoncms.com/files/59856_submitter_file1__01.jpg,59856,Sphere
http://www.mufoncms.com/files/59854_submitter_file3__201409151242041.jpg,59854,Sphere
http://www.mufoncms.com/files/59848_submitter_file1__IMG2938.JPG,59848,Disc
http://www.mufoncms.com/files/59847_submitter_file1__UFOPICTUREWITHHEIROGLYPHS001.JPG,59847,Triangle
http://www.mufoncms.com/files/59843_submitter_file1__091214.jpeg,59843,Sphere
http://www.mufoncms.com/files_jeud8334j/16236_submitter_file1__Sky03252009.jpg,16236,Sphere
http://www.mufoncms.com/files_jeud8334j/16227_submitter_file1__contrail1.jpg,16227,Other
http://www.mufoncms.com/files_jeud8334j/16215_submitter_file1__DSC02367.JPG,16215,Sphere
http://www.mufoncms.com/files_jeud8334j/16212_submitter_file1__SipesTriangles.JPG,16212,Triangle
http://www.mufoncms.com/files_jeud8334j/16203_submitter_file1__DSCF0648.JPG,16203,Saturn-like
http://www.mufoncms.com/files_jeud8334j/72084_submitter_file1__image.jpg,72084,Disc
http://www.mufoncms.com/files_jeud8334j/72081_submitter_file1__image.jpg,72081,Sphere
http://www.mufoncms.com/files_jeud8334j/72080_submitter_file1__objectaround4am.jpg,72080,Star-like
http://www.mufoncms.com/files_jeud8334j/72061_submitter_file1__UFO.png,72061,Oval
http://www.mufoncms.com/files_jeud8334j/72060_submitter_file1__caerwentmap.jpg,72060,
http://www.mufoncms.com/files_jeud8334j/72054_submitter_file1__DSC00839.JPG,72054,Unknown
http://www.mufoncms.com/files_jeud8334j/58061_submitter_file1__20140522211844.jpg,58061,Disc
http://www.mufoncms.com/files_jeud8334j/58056_submitter_file1__1003827.JPG,58056,Boomerang
http://www.mufoncms.com/files_jeud8334j/58052_submitter_file1__CAM00694.jpg,58052,Disc
http://www.mufoncms.com/files_jeud8334j/58051_submitter_file1__CAM00694.jpg,58051,Disc
http://www.mufoncms.com/files_jeud8334j/58043_submitter_file1__OVNIENLASCERCANIASDELAESTUPA.BENALMADENAPUEBLO.jpg,58043,Egg
http://www.mufoncms.com/files_jeud8334j/58036_submitter_file1__IMG20140713200656593.jpg,58036,Sphere
http://www.mufoncms.com/files_jeud8334j/58033_submitter_file1__1WP20140313213319Prohighres.jpg,58033,Sphere
http://www.mufoncms.com/files_jeud8334j/58031_submitter_file1__strange.jpg,58031,
http://www.mufoncms.com/files_jeud8334j/53622_submitter_file1__034.JPG,53622,Other
http://www.mufoncms.com/files_jeud8334j/53618_submitter_file1__2014012017.02.291.jpg,53618,Blimp
http://www.mufoncms.com/files_jeud8334j/53613_submitter_file1__IMG9069.jpg,53613,Circle
http://www.mufoncms.com/files_jeud8334j/53612_submitter_file1__DSCF2420.JPG,53612,Unknown
http://www.mufoncms.com/files_jeud8334j/53610_submitter_file1__IMG2457.JPG,53610,Unknown
http://www.mufoncms.com/files_jeud8334j/53603_submitter_file2__redlines.png,53603,Cigar
http://www.mufoncms.com/files_jeud8334j/53600_submitter_file1__LOCATIONANDDIRECTIONOFSIGHTING.jpg,53600,Triangle
http://www.mufoncms.com/files_jeud8334j/29148_submitter_file1__ufo.jpg,29148,Disc
http://www.mufoncms.com/files_jeud8334j/29144_submitter_file1__ufo_box.JPG,29144,Fireball
http://www.mufoncms.com/files_jeud8334j/29142_submitter_file1__arrowomg011anotherorangeorb.jpg,29142,Sphere
http://www.mufoncms.com/files_jeud8334j/29140_submitter_file1__UFO1.jpg,29140,Disc
http://www.mufoncms.com/files_jeud8334j/29139_submitter_file1__5-17-11UFOStill.JPG,29139,Star-like
http://www.mufoncms.com/files_jeud8334j/29118_submitter_file1__noufo.JPG,29118,Disc
http://www.mufoncms.com/files/59335_submitter_file1__DSC04341.JPG,59335,Sphere
http://www.mufoncms.com/files/59332_submitter_file1__image.jpg,59332,Sphere
http://www.mufoncms.com/files/59324_submitter_file1__UFOsightingHamilton2001.jpg,59324,Disc
http://www.mufoncms.com/files/59323_submitter_file1__image026.gif,59323,Triangle
http://www.mufoncms.com/files/59321_submitter_file1__image.jpg,59321,Other
http://www.mufoncms.com/files_jeud8334j/69968_submitter_file1__11220830102047551605031582159902123784170919n.jpg,69968,Square
http://www.mufoncms.com/files_jeud8334j/69953_submitter_file1__ufos.jpg,69953,Triangle
http://www.mufoncms.com/files_jeud8334j/69950_submitter_file1__20150723233318.jpg,69950,Sphere
http://www.mufoncms.com/files_jeud8334j/37780_submitter_file1__UFO.jpg,37780,Circle
http://www.mufoncms.com/files_jeud8334j/37774_submitter_file1__scan0001.jpg,37774,Disc
http://www.mufoncms.com/files_jeud8334j/37771_submitter_file1__STAR.jpg,37771,Circle
http://www.mufoncms.com/files_jeud8334j/37768_submitter_file1__IMG197.jpg,37768,Circle
http://www.mufoncms.com/files_jeud8334j/37766_submitter_file1__angelscalled002.jpg,37766,Other
http://www.mufoncms.com/files_jeud8334j/84638_submitter_file1__IMG9777.JPG,84638,Unknown
http://www.mufoncms.com/files_jeud8334j/84632_submitter_file1__20160524233758.jpg,84632,
http://www.mufoncms.com/files_jeud8334j/84623_submitter_file1__IMG2460.JPG,84623,Diamond
http://www.mufoncms.com/files_jeud8334j/84622_submitter_file1__Screenshot20170626185721.png,84622,Sphere
http://www.mufoncms.com/files_jeud8334j/84618_submitter_file1__UFONancie.JPG,84618,Circle
http://www.mufoncms.com/files_jeud8334j/84617_submitter_file1__IMG7510.PNG,84617,Square
http://www.mufoncms.com/files_jeud8334j/84616_submitter_file1__IMG20170626105739.jpg,84616,
http://www.mufoncms.com/files_jeud8334j/50493_submitter_file1__image.jpg,50493,Sphere
http://www.mufoncms.com/files_jeud8334j/50482_submitter_file3__UFOpic.JPG,50482,Circle
http://www.mufoncms.com/files_jeud8334j/50480_submitter_file1__20130906094340.jpg,50480,Disc
http://www.mufoncms.com/files_jeud8334j/50478_submitter_file1__IMG65659448529260.jpeg,50478,Cylinder
http://www.mufoncms.com/files_jeud8334j/50475_submitter_file1__image.jpg,50475,Other
http://www.mufoncms.com/files_jeud8334j/50465_submitter_file1__ufo.jpg,50465,Disc
http://www.mufoncms.com/files_jeud8334j/23513_submitter_file1__DSC01829.JPG,23513,Oval
http://www.mufoncms.com/files_jeud8334j/23512_submitter_file1__ufo1.jpg,23512,Circle
http://www.mufoncms.com/files_jeud8334j/23506_submitter_file1__13758_180343153722_713823722_3142327_809784_n.jpg,23506,Disc
http://www.mufoncms.com/files_jeud8334j/23503_submitter_file1__100_2727.JPG,23503,Triangle
http://www.mufoncms.com/files_jeud8334j/23489_submitter_file1__3.JPG,23489,Cylinder
http://www.mufoncms.com/files_jeud8334j/23488_submitter_file1__DSCN11671.JPG,23488,Circle
http://www.mufoncms.com/files_jeud8334j/23487_submitter_file1__UFO.JPG,23487,Blimp
http://www.mufoncms.com/files_jeud8334j/9563_submitter_file1__Orbspic1.jpg,9563,Disc
http://www.mufoncms.com/files_jeud8334j/9558_submitter_file1__humming2.jpg,9558,Cigar
http://www.mufoncms.com/files_jeud8334j/9556_submitter_file1__strangecreature2.jpg,9556,Oval
http://www.mufoncms.com/files_jeud8334j/9554_submitter_file1__Picture_18.jpg,9554,Cylinder
http://www.mufoncms.com/files_jeud8334j/9550_submitter_file1__neon-rimmed_disc.jpg,9550,Disc
http://www.mufoncms.com/files_jeud8334j/19156_submitter_file1__09-08-09_2018.jpg,19156,Sphere
http://www.mufoncms.com/files_jeud8334j/19142_submitter_file1__DSC02174.JPG,19142,Unknown
http://www.mufoncms.com/files_jeud8334j/19137_submitter_file1__UFO6Sep09_Dixon.JPG,19137,Bullet
http://www.mufoncms.com/files_jeud8334j/19136_submitter_file1__20090906202909_3C.jpg,19136,Sphere
http://www.mufoncms.com/files_jeud8334j/7800_submitter_file1__001.JPG,7800,Disc
http://www.mufoncms.com/files_jeud8334j/7798_submitter_file1__100_1151.JPG,7798,Other
http://www.mufoncms.com/files_jeud8334j/7795_submitter_file1__UFOCylinder.jpg,7795,Cylinder
http://www.mufoncms.com/files_jeud8334j/7787_submitter_file1__AerialmapRLloyd7787.jpg,7787,Disc
http://www.mufoncms.com/files_jeud8334j/7786_submitter_file1__sausalito.jpg,7786,Cigar
http://www.mufoncms.com/files_jeud8334j/7782_submitter_file1__UFOeyewitnessillus1001.jpg,7782,Oval
http://www.mufoncms.com/files_jeud8334j/7777_submitter_file1__notsurewhatthisis.jpg,7777,Disc
http://www.mufoncms.com/files_jeud8334j/68161_submitter_file1__20150518030910.jpg,68161,
http://www.mufoncms.com/files_jeud8334j/68154_submitter_file1__UFOformation.jpg,68154,Unknown
http://www.mufoncms.com/files_jeud8334j/68150_submitter_file1__QuickMemo20141005215502.png,68150,Cylinder
http://www.mufoncms.com/files_jeud8334j/68149_submitter_file1__star001.JPG,68149,Boomerang
http://www.mufoncms.com/files_jeud8334j/68146_submitter_file1__IMAG0557.jpg,68146,Other
http://www.mufoncms.com/files_jeud8334j/68144_submitter_file1__tmp17759Screenshot20150714172402460580708.png,68144,Cone
http://www.mufoncms.com/files_jeud8334j/68143_submitter_file1__20150712155416.jpg,68143,Cylinder
http://www.mufoncms.com/files_jeud8334j/68137_submitter_file1__image.jpg,68137,Fireball
http://www.mufoncms.com/files_jeud8334j/68134_submitter_file1__sighting1.jpg,68134,Sphere
http://www.mufoncms.com/files_jeud8334j/80191_submitter_file1__IMG201607172251500543.jpg,80191,Triangle
http://www.mufoncms.com/files_jeud8334j/80180_submitter_file1__1.jpg,80180,Oval
http://www.mufoncms.com/files_jeud8334j/80175_submitter_file1__sf.jpg,80175,Sphere
http://www.mufoncms.com/files_jeud8334j/80174_submitter_file1__elisa.jpg,80174,Sphere
http://www.mufoncms.com/files_jeud8334j/80171_submitter_file1__Screenshot20161102141625.png,80171,Diamond
http://www.mufoncms.com/files_jeud8334j/80167_submitter_file3__UFOPhotoscopy.jpg,80167,Cylinder
http://www.mufoncms.com/files_jeud8334j/84937_submitter_file1__image.jpg,84937,Circle
http://www.mufoncms.com/files_jeud8334j/84936_submitter_file1__DSC00139.JPG,84936,
http://www.mufoncms.com/files_jeud8334j/84934_submitter_file1__IMG1241.JPG,84934,
http://www.mufoncms.com/files_jeud8334j/84928_submitter_file3__IMG0234.JPG,84928,Star-like
http://www.mufoncms.com/files_jeud8334j/84922_submitter_file1__IMG0484.PNG,84922,Sphere
http://www.mufoncms.com/files_jeud8334j/84918_submitter_file1__Originalimage.JPG,84918,Oval
http://www.mufoncms.com/files_jeud8334j/84916_submitter_file1__IMG6899.JPG,84916,Sphere
http://www.mufoncms.com/files_jeud8334j/84915_submitter_file1__IMG6898.JPG,84915,Sphere
http://www.mufoncms.com/files_jeud8334j/56531_submitter_file1__ufo1.JPG,56531,Sphere
http://www.mufoncms.com/files_jeud8334j/56525_submitter_file1__DSC00513.JPG,56525,Cylinder
http://www.mufoncms.com/files_jeud8334j/56524_submitter_file1__5.23.14043.JPG,56524,Fireball
http://www.mufoncms.com/files_jeud8334j/56515_submitter_file1__20140522174549.jpg,56515,Bullet
http://www.mufoncms.com/files_jeud8334j/56498_submitter_file1__Image1.jpg,56498,Sphere
http://www.mufoncms.com/files_jeud8334j/56496_submitter_file1__201310141306263.jpg,56496,Sphere
http://www.mufoncms.com/files_jeud8334j/62395_submitter_file1__20150103141102.jpg,62395,Sphere
http://www.mufoncms.com/files_jeud8334j/62393_submitter_file1__Screenshot20150103204154.png,62393,Egg
http://www.mufoncms.com/files_jeud8334j/62392_submitter_file1__image.jpg,62392,Oval
http://www.mufoncms.com/files_jeud8334j/62385_submitter_file1__OrlandoUFO.jpg,62385,Square
http://www.mufoncms.com/files_jeud8334j/62381_submitter_file1__PERU2675masque.jpg,62381,Triangle
http://www.mufoncms.com/files_jeud8334j/62375_submitter_file1__UFO.JPG,62375,Disc
http://www.mufoncms.com/files_jeud8334j/62370_submitter_file1__Screenshot20150102072045.jpg,62370,Triangle
http://www.mufoncms.com/files_jeud8334j/62368_submitter_file1__UFO1.jpg,62368,Sphere
http://www.mufoncms.com/files_jeud8334j/62366_submitter_file1__01012015UFODRAWING.bmp,62366,Square
http://www.mufoncms.com/files_jeud8334j/25592_submitter_file1__007UFOwAlienbyHowerton(2).bmp,25592,Disc
http://www.mufoncms.com/files_jeud8334j/25587_submitter_file1__Picture542a.jpg,25587,Square
http://www.mufoncms.com/files_jeud8334j/25583_submitter_file1__IMG_0005.JPG,25583,Flash
http://www.mufoncms.com/files_jeud8334j/25574_submitter_file1__MUF.jpg,25574,Egg
http://www.mufoncms.com/files_jeud8334j/25569_submitter_file1__Sasuke_s_Eternal_Mangkeyou_Sharingan.jpg,25569,Other
http://www.mufoncms.com/files_jeud8334j/30090_submitter_file3__20110709220556(1).jpg,30090,Circle
http://www.mufoncms.com/files_jeud8334j/30089_submitter_file1__ufo.jpg,30089,Sphere
http://www.mufoncms.com/files_jeud8334j/30080_submitter_file1__bidwell098.jpg,30080,Circle
http://www.mufoncms.com/files_jeud8334j/30074_submitter_file1__object-sao-paulo-1.JPG,30074,Unknown
http://www.mufoncms.com/files_jeud8334j/30068_submitter_file1__UFOtriangle.jpg,30068,Triangle
http://www.mufoncms.com/files_jeud8334j/30060_submitter_file1__OrangeObject-AsIsawitonJuly4th2011.jpg,30060,Star-like
http://www.mufoncms.com/files_jeud8334j/39788_submitter_file1__circledobject.jpg,39788,Fireball
http://www.mufoncms.com/files_jeud8334j/74096_submitter_file1__image.jpg,74096,Cigar
http://www.mufoncms.com/files_jeud8334j/74093_submitter_file1__FBIMG1453715630422.jpg,74093,Circle
http://www.mufoncms.com/files_jeud8334j/74084_submitter_file1__blueskys008.JPG,74084,Sphere
http://www.mufoncms.com/files_jeud8334j/75606_submitter_file1__20160402185959.jpg,75606,Cylinder
http://www.mufoncms.com/files_jeud8334j/75605_submitter_file1__STAR.jpg,75605,Sphere
http://www.mufoncms.com/files_jeud8334j/75601_submitter_file1__image.jpeg,75601,Oval
http://www.mufoncms.com/files_jeud8334j/75592_submitter_file1__image.png,75592,Sphere
http://www.mufoncms.com/files_jeud8334j/75590_submitter_file1__DSC02351.JPG,75590,
http://www.mufoncms.com/files_jeud8334j/75586_submitter_file1__20160402174647.jpg,75586,Unknown
http://www.mufoncms.com/files_jeud8334j/54370_submitter_file2__404.JPG,54370,Fireball
http://www.mufoncms.com/files_jeud8334j/54367_submitter_file1__SDC16771Enhanced.jpg,54367,Circle
http://www.mufoncms.com/files_jeud8334j/54364_submitter_file1__IMG20140228215641.jpg,54364,Unknown
http://www.mufoncms.com/files_jeud8334j/85539_submitter_file1__2017jul050518PM.JPG,85539,Oval
http://www.mufoncms.com/files_jeud8334j/85535_submitter_file1__043.jpg,85535,Circle
http://www.mufoncms.com/files_jeud8334j/85533_submitter_file1__image.jpeg,85533,Disc
http://www.mufoncms.com/files_jeud8334j/85521_submitter_file1__KTDP1996.JPG,85521,Other
http://www.mufoncms.com/files_jeud8334j/85520_submitter_file1__OvnisenUruguay.jpg,85520,Triangle
http://www.mufoncms.com/files_jeud8334j/85517_submitter_file1__049.jpg,85517,Cylinder
http://www.mufoncms.com/files_jeud8334j/85515_submitter_file1__009.JPG,85515,Unknown
http://www.mufoncms.com/files_jeud8334j/85513_submitter_file1__IMG20170728061528.jpg,85513,Cylinder
http://www.mufoncms.com/files_jeud8334j/85511_submitter_file1__IMG20170725201759.jpg,85511,Triangle
http://www.mufoncms.com/files_jeud8334j/10613_submitter_file1__Indiana2008.jpg,10613,Triangle
http://www.mufoncms.com/files_jeud8334j/10612_submitter_file1__000_0010.JPG,10612,Sphere
http://www.mufoncms.com/files_jeud8334j/10604_submitter_file1__41808-34722.JPG,10604,Other
http://www.mufoncms.com/files_jeud8334j/10597_submitter_file1__spacejellyfishheader.jpg,10597,Sphere
http://www.mufoncms.com/files_jeud8334j/10594_submitter_file1__IMG_0912.JPG,10594,Bullet
http://www.mufoncms.com/files_jeud8334j/10592_submitter_file1__PIC_0293.JPG,10592,Unknown
http://www.mufoncms.com/files_jeud8334j/10591_submitter_file1__HPIM0262.JPG,10591,Fireball
http://www.mufoncms.com/files_jeud8334j/22642_submitter_file1__100_0746.JPG,22642,Saturn-like
http://www.mufoncms.com/files_jeud8334j/22640_submitter_file1__HugeUFO_actualsize.bmp,22640,Blimp
http://www.mufoncms.com/files_jeud8334j/22629_submitter_file1__weird-stripe-in-sky-20100329-LAS-cropped.jpg,22629,Bullet
http://www.mufoncms.com/files_jeud8334j/22627_submitter_file1__009.JPG,22627,Unknown
http://www.mufoncms.com/files_jeud8334j/22626_submitter_file1__craftformufon.jpg,22626,Other
http://www.mufoncms.com/files_jeud8334j/22621_submitter_file1__IMG_0424.JPG,22621,Disc
http://www.mufoncms.com/files_jeud8334j/22619_submitter_file1__JIMMYWENGER04-01-10002.jpg,22619,Circle
http://www.mufoncms.com/files_jeud8334j/83196_submitter_file1__platillo.png,83196,Sphere
http://www.mufoncms.com/files_jeud8334j/83190_submitter_file1__image.jpeg,83190,Circle
http://www.mufoncms.com/files_jeud8334j/83189_submitter_file1__image.jpeg,83189,Circle
http://www.mufoncms.com/files_jeud8334j/83188_submitter_file1__CAM00226.jpg,83188,
http://www.mufoncms.com/files_jeud8334j/83187_submitter_file1__20170404143644.jpg,83187,Sphere
http://www.mufoncms.com/files_jeud8334j/83184_submitter_file1__ufo.jpg,83184,Unknown
http://www.mufoncms.com/files_jeud8334j/83175_submitter_file1__1.FlyingSaucerThatEmergedFromTheCloudsOriginal.JPG,83175,Disc
http://www.mufoncms.com/files_jeud8334j/83174_submitter_file1__1.BlackObjectWithAlmondShapedLightOriginal.JPG,83174,Other
http://www.mufoncms.com/files_jeud8334j/83173_submitter_file1__1.BizarreObjectWithExtendingTubeOriginal.jpg,83173,Other
http://www.mufoncms.com/files_jeud8334j/83170_submitter_file1__IMG4722.JPG,83170,Cylinder
http://www.mufoncms.com/files_jeud8334j/83168_submitter_file1__500pxBMP82063.jpg,83168,Unknown
http://www.mufoncms.com/files_jeud8334j/83160_submitter_file1__Screenshot20170410200501.png,83160,Circle
http://www.mufoncms.com/files_jeud8334j/71732_submitter_file1__DSCN0501.JPG,71732,Sphere
http://www.mufoncms.com/files_jeud8334j/71731_submitter_file1__101692459232281477250923834890510362453539n.jpg,71731,Circle
http://www.mufoncms.com/files_jeud8334j/71729_submitter_file1__P1046472.JPG,71729,Circle
http://www.mufoncms.com/files_jeud8334j/71727_submitter_file1__CostaRicaMap2.PNG,71727,Star-like
http://www.mufoncms.com/files_jeud8334j/71723_submitter_file1__image.jpeg,71723,Sphere
http://www.mufoncms.com/files_jeud8334j/71721_submitter_file1__111640079233471244129871842771839509706812n.jpg,71721,Disc
http://www.mufoncms.com/files_jeud8334j/71715_submitter_file1__niemela2015039.jpg,71715,Flash
http://www.mufoncms.com/files_jeud8334j/71698_submitter_file1__12088192101537234710009968258439386751507751n.jpg,71698,Disc
http://www.mufoncms.com/files_jeud8334j/81121_submitter_file1__strangelight.jpg,81121,Circle
http://www.mufoncms.com/files_jeud8334j/81117_submitter_file1__IMG0657.JPG,81117,Saturn-like
http://www.mufoncms.com/files_jeud8334j/81112_submitter_file1__UFOlights.jpg,81112,Chevron
http://www.mufoncms.com/files_jeud8334j/81111_submitter_file1__IMG201612201712111.jpg,81111,Other
http://www.mufoncms.com/files_jeud8334j/81109_submitter_file1__IMAG0055.JPG,81109,Cigar
http://www.mufoncms.com/files_jeud8334j/81106_submitter_file1__image.jpeg,81106,Triangle
http://www.mufoncms.com/files_jeud8334j/81105_submitter_file1__scan0013.jpg,81105,Square
http://www.mufoncms.com/files_jeud8334j/81104_submitter_file1__image.jpeg,81104,Triangle
http://www.mufoncms.com/files_jeud8334j/81101_submitter_file1__01ovnisemcor.jpg,81101,Fireball
http://www.mufoncms.com/files_jeud8334j/67161_submitter_file1__ufo.jpg,67161,Other
http://www.mufoncms.com/files_jeud8334j/67150_submitter_file1__114033889659875801254672513479015778090524n.jpg,67150,Disc
http://www.mufoncms.com/files_jeud8334j/5885_submitter_file1__12.6.06ca.1.JPG,5885,Diamond
http://www.mufoncms.com/files_jeud8334j/5880_submitter_file1__11.29.06vid5negative.JPG,5880,Unknown
http://www.mufoncms.com/files_jeud8334j/5879_submitter_file1__11.29.06Ctrails.JPG,5879,Other
http://www.mufoncms.com/files_jeud8334j/5870_submitter_file1__11-30-06_1443.jpg,5870,Sphere
http://www.mufoncms.com/files_jeud8334j/5869_submitter_file1__P4030030.jpg,5869,Disc
http://www.mufoncms.com/files_jeud8334j/5866_submitter_file1__cap002.bmp,5866,Star-like
http://www.mufoncms.com/files_jeud8334j/5864_submitter_file1__IMG_4903.JPG,5864,Sphere
http://www.mufoncms.com/files_jeud8334j/20530_submitter_file1__Image017.jpg,20530,Cigar
http://www.mufoncms.com/files_jeud8334j/20525_submitter_file1__dscf0290-PS1.jpg,20525,Blimp
http://www.mufoncms.com/files_jeud8334j/20523_submitter_file1__UFOcomposite.jpg,20523,Oval
http://www.mufoncms.com/files_jeud8334j/20522_submitter_file1__ufo1.jpg,20522,Star-like
http://www.mufoncms.com/files_jeud8334j/20521_submitter_file1__disco.JPG,20521,Unknown
http://www.mufoncms.com/files_jeud8334j/20519_submitter_file1__30minoverchinaaug232009.jpg,20519,Other
http://www.mufoncms.com/files_jeud8334j/25716_submitter_file1__20101005221000.JPG,25716,Sphere
http://www.mufoncms.com/files_jeud8334j/25708_submitter_file1__IMG_8881(2).jpg,25708,Unknown
http://www.mufoncms.com/files_jeud8334j/61227_submitter_file1__IMG0029.jpg,61227,Sphere
http://www.mufoncms.com/files_jeud8334j/61226_submitter_file1__ufo.jpg,61226,Unknown
http://www.mufoncms.com/files_jeud8334j/61221_submitter_file1__image.jpg,61221,Other
http://www.mufoncms.com/files_jeud8334j/61218_submitter_file1__P9212656.JPG,61218,Sphere
http://www.mufoncms.com/files/61202_submitter_file1__photo.JPG,61202,Star-like
http://www.mufoncms.com/files_jeud8334j/17607_submitter_file1__page1photo1.jpg,17607,Disc
http://www.mufoncms.com/files_jeud8334j/17606_submitter_file1__UFOs.jpg,17606,Egg
http://www.mufoncms.com/files_jeud8334j/17596_submitter_file1__ohdear.jpg,17596,Triangle
http://www.mufoncms.com/files_jeud8334j/17584_submitter_file1__ufo6-21-09.jpg,17584,Cylinder
http://www.mufoncms.com/files_jeud8334j/17582_submitter_file1__grassvalley2.jpg,17582,Teardrop
http://www.mufoncms.com/files_jeud8334j/62774_submitter_file1__image.jpg,62774,Disc
http://www.mufoncms.com/files_jeud8334j/62773_submitter_file1__image.jpg,62773,Sphere
http://www.mufoncms.com/files_jeud8334j/62772_submitter_file1__image.jpg,62772,
http://www.mufoncms.com/files_jeud8334j/62768_submitter_file1__20141210151438.jpg,62768,Fireball
http://www.mufoncms.com/files_jeud8334j/62765_submitter_file1__20150117144242ufo1.jpeg,62765,Oval
http://www.mufoncms.com/files_jeud8334j/62764_submitter_file1__20140824144415.jpg,62764,Triangle
http://www.mufoncms.com/files_jeud8334j/62760_submitter_file1__P1070009.JPG,62760,Triangle
