event_id,urls,label
81143,http://www.mufoncms.com/files_jeud8334j/81143_submitter_file1__Screenshot20161225201010.jpg,analog clock
81148,http://www.mufoncms.com/files_jeud8334j/81148_submitter_file1__IMG20161226191432.jpg,"nematode, nematode worm, roundworm"
81150,http://www.mufoncms.com/files_jeud8334j/81150_submitter_file2__20161011184957.jpg,pole
81155,http://www.mufoncms.com/files_jeud8334j/81155_submitter_file1__image.jpeg,crane
81164,http://www.mufoncms.com/files_jeud8334j/81164_submitter_file2__20161226205913.jpg,volcano
81181,http://www.mufoncms.com/files_jeud8334j/81181_submitter_file1__IMG20161227184805.jpg,"nematode, nematode worm, roundworm"
81185,http://www.mufoncms.com/files_jeud8334j/81185_submitter_file1__IMG1207.JPG,fountain
81191,http://www.mufoncms.com/files_jeud8334j/81191_submitter_file1__20161013190113.jpg,Weimaraner
81195,http://www.mufoncms.com/files_jeud8334j/81195_submitter_file1__Chris1233.JPG,balloon
81212,http://www.mufoncms.com/files_jeud8334j/81212_submitter_file1__PC291628.JPG,"wardrobe, closet, press"
81216,http://www.mufoncms.com/files_jeud8334j/81216_submitter_file1__Screenshot20161229215432.png,"nematode, nematode worm, roundworm"
81227,http://www.mufoncms.com/files_jeud8334j/81227_submitter_file1__IMG0031.jpeg,"warplane, military plane"
81228,http://www.mufoncms.com/files_jeud8334j/81228_submitter_file1__MyUFO.png,ping-pong ball
81233,http://www.mufoncms.com/files_jeud8334j/81233_submitter_file1__IMG0142.PNG,"mobile home, manufactured home"
81248,http://www.mufoncms.com/files_jeud8334j/81248_submitter_file1__IMG1907.jpg,torch
81259,http://www.mufoncms.com/files_jeud8334j/81259_submitter_file1__IMG20160729171322236.jpg,park bench
81271,http://www.mufoncms.com/files_jeud8334j/81271_submitter_file1__IMG20170101212536.jpg,"nematode, nematode worm, roundworm"
81272,http://www.mufoncms.com/files_jeud8334j/81272_submitter_file1__IMG20170101212536.jpg,"nematode, nematode worm, roundworm"
81273,http://www.mufoncms.com/files_jeud8334j/81273_submitter_file2__20170101164745.jpg,"feather boa, boa"
81289,http://www.mufoncms.com/files_jeud8334j/81289_submitter_file1__IMG20170102094331.jpg,"beacon, lighthouse, beacon light, pharos"
81293,http://www.mufoncms.com/files_jeud8334j/81293_submitter_file2__15844789101547949286780804206351108663664127o.jpg,"spotlight, spot"
81304,http://www.mufoncms.com/files_jeud8334j/81304_submitter_file1__IMGP1233.JPG,digital clock
81309,http://www.mufoncms.com/files_jeud8334j/81309_submitter_file1__IMG1455.JPG,"lacewing, lacewing fly"
81312,http://www.mufoncms.com/files_jeud8334j/81312_submitter_file1__IMG0023.JPG,geyser
81316,http://www.mufoncms.com/files_jeud8334j/81316_submitter_file1__IMG20170101182117.jpg,geyser
81322,http://www.mufoncms.com/files_jeud8334j/81322_submitter_file1__AUFOlightstandinfstill.jpg,"nematode, nematode worm, roundworm"
81330,http://www.mufoncms.com/files_jeud8334j/81330_submitter_file1__WIN20170104223134.JPG,fountain pen
81331,http://www.mufoncms.com/files_jeud8334j/81331_submitter_file2__IMG8414.JPG,volcano
81332,http://www.mufoncms.com/files_jeud8334j/81332_submitter_file1__IMG4497.JPG,"fire engine, fire truck"
81334,http://www.mufoncms.com/files_jeud8334j/81334_submitter_file2__IMG0051.JPG,"nematode, nematode worm, roundworm"
81336,http://www.mufoncms.com/files_jeud8334j/81336_submitter_file1__IMG00100201012252132.jpg,"grand piano, grand"
81337,http://www.mufoncms.com/files_jeud8334j/81337_submitter_file1__WP20170105111515Pro.jpg,shower curtain
81338,http://www.mufoncms.com/files_jeud8334j/81338_submitter_file1__SL272456.JPG,barn
81346,http://www.mufoncms.com/files_jeud8334j/81346_submitter_file1__20150120161812.jpg,school bus
81348,http://www.mufoncms.com/files_jeud8334j/81348_submitter_file1__DSCN0016.jpg,"traffic light, traffic signal, stoplight"
81353,http://www.mufoncms.com/files_jeud8334j/81353_submitter_file1__IMG0678.JPG,"fire engine, fire truck"
81354,http://www.mufoncms.com/files_jeud8334j/81354_submitter_file1__IMG0832.JPG,"drilling platform, offshore rig"
81357,http://www.mufoncms.com/files_jeud8334j/81357_submitter_file1__UfoUap.jpeg,necklace
81358,http://www.mufoncms.com/files_jeud8334j/81358_submitter_file1__IMG6660.jpgcontrastandbrightnessadjusted.jpg,drumstick
81361,http://www.mufoncms.com/files_jeud8334j/81361_submitter_file1__20160912211415HDR.jpg,"nematode, nematode worm, roundworm"
81370,http://www.mufoncms.com/files_jeud8334j/81370_submitter_file1__IMG0874.JPG,"megalith, megalithic structure"
81375,http://www.mufoncms.com/files_jeud8334j/81375_submitter_file1__1UFO1.jpg,matchstick
81377,http://www.mufoncms.com/files_jeud8334j/81377_submitter_file2__SingleLightPulseStarMap010717.png,"television, television system"
81381,http://www.mufoncms.com/files_jeud8334j/81381_submitter_file1__20140901140656.jpg,"valley, vale"
81389,http://www.mufoncms.com/files_jeud8334j/81389_submitter_file1__IMG0556.JPG,alp
81393,http://www.mufoncms.com/files_jeud8334j/81393_submitter_file1__7JAN17Sighting.png,"web site, website, internet site, site"
81395,http://www.mufoncms.com/files_jeud8334j/81395_submitter_file1__Obj20170108BigDippercenter.jpg,"nematode, nematode worm, roundworm"
81399,http://www.mufoncms.com/files_jeud8334j/81399_submitter_file1__20170106102143.jpg,fountain
81408,http://www.mufoncms.com/files_jeud8334j/81408_submitter_file1__IMG7903.JPG,"spotlight, spot"
81411,http://www.mufoncms.com/files_jeud8334j/81411_submitter_file1__image.png,"laptop, laptop computer"
81412,http://www.mufoncms.com/files_jeud8334j/81412_submitter_file1__DSCN1519.jpg,"nematode, nematode worm, roundworm"
81418,http://www.mufoncms.com/files_jeud8334j/81418_submitter_file1__P1000657.JPG,"cinema, movie theater, movie theatre, movie house, picture palace"
81421,http://www.mufoncms.com/files_jeud8334j/81421_submitter_file1__20170108212213ufofrontyard.jpg,syringe
81422,http://www.mufoncms.com/files_jeud8334j/81422_submitter_file1__20170108212213ufofrontyard.jpg,syringe
81423,http://www.mufoncms.com/files_jeud8334j/81423_submitter_file1__20160620130950.jpg,"beacon, lighthouse, beacon light, pharos"
81426,http://www.mufoncms.com/files_jeud8334j/81426_submitter_file1__Livenoobject.jpg,"nematode, nematode worm, roundworm"
81429,http://www.mufoncms.com/files_jeud8334j/81429_submitter_file1__201701071556121483989890057.jpg,"lakeside, lakeshore"
81433,http://www.mufoncms.com/files_jeud8334j/81433_submitter_file1__IMG3464.PNG,street sign
81434,http://www.mufoncms.com/files_jeud8334j/81434_submitter_file1__IMG3464.PNG,street sign
81435,http://www.mufoncms.com/files_jeud8334j/81435_submitter_file3__IMG7866.JPG,jack-o'-lantern
81438,http://www.mufoncms.com/files_jeud8334j/81438_submitter_file1__redandBlue.jpg,"book jacket, dust cover, dust jacket, dust wrapper"
81455,http://www.mufoncms.com/files_jeud8334j/81455_submitter_file1__2013090414.44.05.jpg,"valley, vale"
81458,http://www.mufoncms.com/files_jeud8334j/81458_submitter_file1__IMG0781.JPG,barn
81459,http://www.mufoncms.com/files_jeud8334j/81459_submitter_file1__what4.jpg,jellyfish
81461,http://www.mufoncms.com/files_jeud8334j/81461_submitter_file1__received10205826028284268.jpeg,jellyfish
81474,http://www.mufoncms.com/files_jeud8334j/81474_submitter_file1__IMG3546.PNG,"lakeside, lakeshore"
81478,http://www.mufoncms.com/files_jeud8334j/81478_submitter_file1__20161218225755.jpg,"television, television system"
81488,http://www.mufoncms.com/files_jeud8334j/81488_submitter_file1__IMG5367.JPG,volcano
81490,http://www.mufoncms.com/files_jeud8334j/81490_submitter_file1__received646816645500663.jpeg,"hyena, hyaena"
81497,http://www.mufoncms.com/files_jeud8334j/81497_submitter_file3__CloseUp1.JPG,"nematode, nematode worm, roundworm"
81499,http://www.mufoncms.com/files_jeud8334j/81499_submitter_file1__20170111211310.jpg,"spotlight, spot"
81501,http://www.mufoncms.com/files_jeud8334j/81501_submitter_file1__IMG1887.JPG,rotisserie
81502,http://www.mufoncms.com/files_jeud8334j/81502_submitter_file1__fullsupermoon033.jpg,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
81519,http://www.mufoncms.com/files_jeud8334j/81519_submitter_file1__20170113190316.jpg,"pool table, billiard table, snooker table"
81523,http://www.mufoncms.com/files_jeud8334j/81523_submitter_file1__IMG201701031514121484354895285.jpg,kite
81525,http://www.mufoncms.com/files_jeud8334j/81525_submitter_file1__mmexport1484384795927.jpg,ski
81527,http://www.mufoncms.com/files_jeud8334j/81527_submitter_file1__image125.JPG,envelope
81528,http://www.mufoncms.com/files_jeud8334j/81528_submitter_file1__DSC0077.JPG,velvet
81529,http://www.mufoncms.com/files_jeud8334j/81529_submitter_file1__IMG3399.JPG,wing
81538,http://www.mufoncms.com/files_jeud8334j/81538_submitter_file1__IMG7965.JPG,Sussex spaniel
81543,http://www.mufoncms.com/files_jeud8334j/81543_submitter_file1__IMG20170109225928.jpg,"nematode, nematode worm, roundworm"
81551,http://www.mufoncms.com/files_jeud8334j/81551_submitter_file1__IMG201701151325411.jpg,"lakeside, lakeshore"
81564,http://www.mufoncms.com/files_jeud8334j/81564_submitter_file2__IMG20170117021829.jpg,monitor
81569,http://www.mufoncms.com/files_jeud8334j/81569_submitter_file1__image.png,"nematode, nematode worm, roundworm"
81572,http://www.mufoncms.com/files_jeud8334j/81572_submitter_file1__26746976Unknown.JPG,"spotlight, spot"
81578,http://www.mufoncms.com/files_jeud8334j/81578_submitter_file1__MincoOKMay2013.jpg,"flagpole, flagstaff"
81580,http://www.mufoncms.com/files_jeud8334j/81580_submitter_file1__image.png,"nematode, nematode worm, roundworm"
81581,http://www.mufoncms.com/files_jeud8334j/81581_submitter_file1__image.png,"nematode, nematode worm, roundworm"
81582,http://www.mufoncms.com/files_jeud8334j/81582_submitter_file1__image.png,"nematode, nematode worm, roundworm"
81583,http://www.mufoncms.com/files_jeud8334j/81583_submitter_file1__image.png,"nematode, nematode worm, roundworm"
81584,http://www.mufoncms.com/files_jeud8334j/81584_submitter_file1__image.png,"nematode, nematode worm, roundworm"
81585,http://www.mufoncms.com/files_jeud8334j/81585_submitter_file1__image.png,"nematode, nematode worm, roundworm"
81602,http://www.mufoncms.com/files_jeud8334j/81602_submitter_file1__DSC00329.JPG,"promontory, headland, head, foreland"
81603,http://www.mufoncms.com/files_jeud8334j/81603_submitter_file1__20160903185257.jpg,fireboat
81604,http://www.mufoncms.com/files_jeud8334j/81604_submitter_file1__IMG20170117210325997.jpg,chainlink fence
81610,http://www.mufoncms.com/files_jeud8334j/81610_submitter_file2__OurLifeStory070.JPG,"dam, dike, dyke"
81613,http://www.mufoncms.com/files_jeud8334j/81613_submitter_file1__WP20170118205550Pro.jpg,envelope
81621,http://www.mufoncms.com/files_jeud8334j/81621_submitter_file1__IMG20170118211608.jpg,fountain pen
81625,http://www.mufoncms.com/files_jeud8334j/81625_submitter_file1__20170119004018.jpg,"traffic light, traffic signal, stoplight"
81626,http://www.mufoncms.com/files_jeud8334j/81626_submitter_file1__IMG7176.JPG,"binoculars, field glasses, opera glasses"
81628,http://www.mufoncms.com/files_jeud8334j/81628_submitter_file1__Triangle.jpg,crane
81631,http://www.mufoncms.com/files_jeud8334j/81631_submitter_file1__UFO.jpg,envelope
81648,http://www.mufoncms.com/files_jeud8334j/81648_submitter_file1__19Jan2017cloudsturned.jpg,"traffic light, traffic signal, stoplight"
81650,http://www.mufoncms.com/files_jeud8334j/81650_submitter_file1__1.jpg,"nematode, nematode worm, roundworm"
81655,http://www.mufoncms.com/files_jeud8334j/81655_submitter_file1__DSCF7702.JPG,space shuttle
81664,http://www.mufoncms.com/files_jeud8334j/81664_submitter_file1__IMG3150.JPG,"spotlight, spot"
81669,http://www.mufoncms.com/files_jeud8334j/81669_submitter_file1__IMG2600.JPG,pole
81675,http://www.mufoncms.com/files_jeud8334j/81675_submitter_file1__20170121155220.jpg,"stupa, tope"
81677,http://www.mufoncms.com/files_jeud8334j/81677_submitter_file1__UFO20170120sketch.png,nail
81684,http://www.mufoncms.com/files_jeud8334j/81684_submitter_file1__20170122201306.jpg,volcano
81687,http://www.mufoncms.com/files_jeud8334j/81687_submitter_file1__20170123202348.jpg,"fire engine, fire truck"
81728,http://www.mufoncms.com/files_jeud8334j/81728_submitter_file1__IMAG0104.jpg,"sandbar, sand bar"
81729,http://www.mufoncms.com/files_jeud8334j/81729_submitter_file1__041.JPG,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
81731,http://www.mufoncms.com/files_jeud8334j/81731_submitter_file1__20170126160728.JPG,"siamang, Hylobates syndactylus, Symphalangus syndactylus"
81736,http://www.mufoncms.com/files_jeud8334j/81736_submitter_file1__IMG0388.JPG,"nematode, nematode worm, roundworm"
81738,http://www.mufoncms.com/files_jeud8334j/81738_submitter_file1__image.jpeg,abaya
81741,http://www.mufoncms.com/files_jeud8334j/81741_submitter_file1__IMG20170114160649942.jpg,alp
81748,http://www.mufoncms.com/files_jeud8334j/81748_submitter_file1__201701251835121.jpg,missile
81766,http://www.mufoncms.com/files_jeud8334j/81766_submitter_file2__20170127201645.jpg,"traffic light, traffic signal, stoplight"
81778,http://www.mufoncms.com/files_jeud8334j/81778_submitter_file1__IMG2598.JPG,"nematode, nematode worm, roundworm"
81779,http://www.mufoncms.com/files_jeud8334j/81779_submitter_file1__IMG3447.JPG,"nematode, nematode worm, roundworm"
81788,http://www.mufoncms.com/files_jeud8334j/81788_submitter_file1__IMG0145.JPG,"nematode, nematode worm, roundworm"
81791,http://www.mufoncms.com/files_jeud8334j/81791_submitter_file1__marsanom.jpg,"web site, website, internet site, site"
81793,http://www.mufoncms.com/files_jeud8334j/81793_submitter_file1__UFO1.jpg,"puck, hockey puck"
81795,http://www.mufoncms.com/files_jeud8334j/81795_submitter_file1__20170129071951.jpg,"seashore, coast, seacoast, sea-coast"
81797,http://www.mufoncms.com/files_jeud8334j/81797_submitter_file1__IMAG0803.jpg,palace
81806,http://www.mufoncms.com/files_jeud8334j/81806_submitter_file1__IMG0274.JPG,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus"
81809,http://www.mufoncms.com/files_jeud8334j/81809_submitter_file1__DSCF98811.jpg,kite
81813,http://www.mufoncms.com/files_jeud8334j/81813_submitter_file1__UFO.jpg,"lakeside, lakeshore"
81814,http://www.mufoncms.com/files_jeud8334j/81814_submitter_file1__IMG8316.JPG,"traffic light, traffic signal, stoplight"
81817,http://www.mufoncms.com/files_jeud8334j/81817_submitter_file1__IMG1001.JPG,"cab, hack, taxi, taxicab"
81827,http://www.mufoncms.com/files_jeud8334j/81827_submitter_file1__IMG4444.JPG,"nematode, nematode worm, roundworm"
81830,http://www.mufoncms.com/files_jeud8334j/81830_submitter_file4__DSCN0284.JPG,wing
81836,http://www.mufoncms.com/files_jeud8334j/81836_submitter_file5__IMG0317.PNG,"nematode, nematode worm, roundworm"
81837,http://www.mufoncms.com/files_jeud8334j/81837_submitter_file5__IMG0317.PNG,"nematode, nematode worm, roundworm"
81843,http://www.mufoncms.com/files_jeud8334j/81843_submitter_file1__DSC06538.JPG,geyser
81846,http://www.mufoncms.com/files_jeud8334j/81846_submitter_file1__FBIMG1485903177867.jpg,"cleaver, meat cleaver, chopper"
81853,http://www.mufoncms.com/files_jeud8334j/81853_submitter_file1__Screenshot20170131142651.png,"notebook, notebook computer"
81855,http://www.mufoncms.com/files_jeud8334j/81855_submitter_file1__2017020112.19.36.jpg,"seashore, coast, seacoast, sea-coast"
81859,http://www.mufoncms.com/files_jeud8334j/81859_submitter_file1__20170126064554resized.jpg,balloon
81862,http://www.mufoncms.com/files_jeud8334j/81862_submitter_file1__IMG1198.JPG,"parachute, chute"
81864,http://www.mufoncms.com/files_jeud8334j/81864_submitter_file1__IMG20170202065228347.jpg,envelope
81873,http://www.mufoncms.com/files_jeud8334j/81873_submitter_file1__IMG3204copy.jpg,"nematode, nematode worm, roundworm"
81876,http://www.mufoncms.com/files_jeud8334j/81876_submitter_file1__IMG3204copy.jpg,"nematode, nematode worm, roundworm"
81878,http://www.mufoncms.com/files_jeud8334j/81878_submitter_file1__UFOsighting.jpg,"nematode, nematode worm, roundworm"
81883,http://www.mufoncms.com/files_jeud8334j/81883_submitter_file1__WP20170202201647Pro.jpg,"nematode, nematode worm, roundworm"
81890,http://www.mufoncms.com/files_jeud8334j/81890_submitter_file1__ufolarne1of220170202175908HDR.jpg,"snowplow, snowplough"
81893,http://www.mufoncms.com/files_jeud8334j/81893_submitter_file2__PhotoBTakenFeb22017fromfrontyard.JPG,"nematode, nematode worm, roundworm"
81896,http://www.mufoncms.com/files_jeud8334j/81896_submitter_file1__UFOs.jpg,analog clock
81906,http://www.mufoncms.com/files_jeud8334j/81906_submitter_file1__1.JPG,maypole
81910,http://www.mufoncms.com/files_jeud8334j/81910_submitter_file1__IMG20170127183333HDR.jpg,"nematode, nematode worm, roundworm"
81911,http://www.mufoncms.com/files_jeud8334j/81911_submitter_file1__IMG20170127183333HDR.jpg,"nematode, nematode worm, roundworm"
81920,http://www.mufoncms.com/files_jeud8334j/81920_submitter_file1__LightsonVenusgraphic2.jpg,"spotlight, spot"
81921,http://www.mufoncms.com/files_jeud8334j/81921_submitter_file1__IMG0608.JPG,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
81928,http://www.mufoncms.com/files_jeud8334j/81928_submitter_file2__received10154987201151624.jpeg,volcano
81944,http://www.mufoncms.com/files_jeud8334j/81944_submitter_file1__IMG6973.JPG,"dock, dockage, docking facility"
81948,http://www.mufoncms.com/files_jeud8334j/81948_submitter_file1__UFO.PNG,"binder, ring-binder"
81960,http://www.mufoncms.com/files_jeud8334j/81960_submitter_file1__ISSHDLive20170207050733.jpg,"aircraft carrier, carrier, flattop, attack aircraft carrier"
81961,http://www.mufoncms.com/files_jeud8334j/81961_submitter_file1__photo1850PMA.jpg,barn
81963,http://www.mufoncms.com/files_jeud8334j/81963_submitter_file3__DSC00666.JPG,"nematode, nematode worm, roundworm"
81965,http://www.mufoncms.com/files_jeud8334j/81965_submitter_file1__201702032256372.jpg,"bearskin, busby, shako"
81970,http://www.mufoncms.com/files_jeud8334j/81970_submitter_file1__6.JPG,rapeseed
81981,http://www.mufoncms.com/files_jeud8334j/81981_submitter_file1__20161115215304.jpg,"spotlight, spot"
81994,http://www.mufoncms.com/files_jeud8334j/81994_submitter_file1__UFOOriginalphoto.jpg,"mobile home, manufactured home"
81995,http://www.mufoncms.com/files_jeud8334j/81995_submitter_file3__image.jpg,"spotlight, spot"
81996,http://www.mufoncms.com/files_jeud8334j/81996_submitter_file1__DSCN0409.JPG,"flagpole, flagstaff"
81998,http://www.mufoncms.com/files_jeud8334j/81998_submitter_file1__Image1.jpg,face powder
82010,http://www.mufoncms.com/files_jeud8334j/82010_submitter_file1__20170210212307.jpg,volcano
82012,http://www.mufoncms.com/files_jeud8334j/82012_submitter_file1__IMG1747.JPG,"spotlight, spot"
82015,http://www.mufoncms.com/files_jeud8334j/82015_submitter_file1__IMG8431.JPG,sarong
82022,http://www.mufoncms.com/files_jeud8334j/82022_submitter_file1__1593.JPG,"valley, vale"
82029,http://www.mufoncms.com/files_jeud8334j/82029_submitter_file1__IMG1620.jpg,"sunscreen, sunblock, sun blocker"
82030,http://www.mufoncms.com/files_jeud8334j/82030_submitter_file1__FBIMG1486918188663.jpg,volcano
82032,http://www.mufoncms.com/files_jeud8334j/82032_submitter_file1__20170212131212.jpg,envelope
82038,http://www.mufoncms.com/files_jeud8334j/82038_submitter_file2__Moon026.JPG,"nematode, nematode worm, roundworm"
82044,http://www.mufoncms.com/files_jeud8334j/82044_submitter_file1__IMG3971.JPG,"spotlight, spot"
82052,http://www.mufoncms.com/files_jeud8334j/82052_submitter_file1__IMG4334.JPG,"parachute, chute"
82058,http://www.mufoncms.com/files_jeud8334j/82058_submitter_file1__IMG4408.JPG,"spotlight, spot"
82060,http://www.mufoncms.com/files_jeud8334j/82060_submitter_file1__IMG3033.jpg,ping-pong ball
82065,http://www.mufoncms.com/files_jeud8334j/82065_submitter_file1__FBIMG1485314706289.jpg,"spotlight, spot"
82069,http://www.mufoncms.com/files_jeud8334j/82069_submitter_file1__IMG1123.JPG,"traffic light, traffic signal, stoplight"
82071,http://www.mufoncms.com/files_jeud8334j/82071_submitter_file1__IMG0466.JPG,"pool table, billiard table, snooker table"
82072,http://www.mufoncms.com/files_jeud8334j/82072_submitter_file1__20170214063030LLS.jpg,water tower
82085,http://www.mufoncms.com/files_jeud8334j/82085_submitter_file2__IMG3239.PNG,"nematode, nematode worm, roundworm"
82086,http://www.mufoncms.com/files_jeud8334j/82086_submitter_file1__image.png,"television, television system"
82088,http://www.mufoncms.com/files_jeud8334j/82088_submitter_file1__crop.jpg,envelope
82099,http://www.mufoncms.com/files_jeud8334j/82099_submitter_file1__IMG0079.JPG,cup
82105,http://www.mufoncms.com/files_jeud8334j/82105_submitter_file1__2017020221462602.jpg,"picket fence, paling"
82107,http://www.mufoncms.com/files_jeud8334j/82107_submitter_file1__20170211173747.jpg,"warplane, military plane"
82110,http://www.mufoncms.com/files_jeud8334j/82110_submitter_file4__IMG3020.JPG,rapeseed
82114,http://www.mufoncms.com/files_jeud8334j/82114_submitter_file1__IMG0349.JPG,"solar dish, solar collector, solar furnace"
82135,http://www.mufoncms.com/files_jeud8334j/82135_submitter_file1__ufo1.png,"binder, ring-binder"
82149,http://www.mufoncms.com/files_jeud8334j/82149_submitter_file1__IMG1365.JPG,"pool table, billiard table, snooker table"
82152,http://www.mufoncms.com/files_jeud8334j/82152_submitter_file1__WP201702129644.jpg,"spotlight, spot"
82156,http://www.mufoncms.com/files_jeud8334j/82156_submitter_file1__img064.jpg,"binder, ring-binder"
82157,http://www.mufoncms.com/files_jeud8334j/82157_submitter_file1__6.png,guillotine
82165,http://www.mufoncms.com/files_jeud8334j/82165_submitter_file1__IMG1411.JPG,castle
82177,http://www.mufoncms.com/files_jeud8334j/82177_submitter_file1__IMG5645.JPG,envelope
82179,http://www.mufoncms.com/files_jeud8334j/82179_submitter_file1__IMG0530.JPG,"television, television system"
82183,http://www.mufoncms.com/files_jeud8334j/82183_submitter_file1__2017218Obj229.jpg,"spider web, spider's web"
82186,http://www.mufoncms.com/files_jeud8334j/82186_submitter_file1__DSC0197.JPG,freight car
82187,http://www.mufoncms.com/files_jeud8334j/82187_submitter_file1__Screenshot20170219110257.png,magnetic compass
82189,http://www.mufoncms.com/files_jeud8334j/82189_submitter_file1__IMG0214.JPG,"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
82201,http://www.mufoncms.com/files_jeud8334j/82201_submitter_file1__DSCN0291.JPG,"flagpole, flagstaff"
82206,http://www.mufoncms.com/files_jeud8334j/82206_submitter_file1__017b.jpg,pole
82211,http://www.mufoncms.com/files_jeud8334j/82211_submitter_file1__20170128PHOTO00000001.jpg,"cliff, drop, drop-off"
82212,http://www.mufoncms.com/files_jeud8334j/82212_submitter_file1__ColoradoUFO.jpg,"gas pump, gasoline pump, petrol pump, island dispenser"
82219,http://www.mufoncms.com/files_jeud8334j/82219_submitter_file1__IMG20170216072027.jpg,volcano
82220,http://www.mufoncms.com/files_jeud8334j/82220_submitter_file1__IMG6179.JPG,"nematode, nematode worm, roundworm"
82225,http://www.mufoncms.com/files_jeud8334j/82225_submitter_file1__0219171842.jpg,modem
82230,http://www.mufoncms.com/files_jeud8334j/82230_submitter_file1__IMG0283.JPG,"beacon, lighthouse, beacon light, pharos"
82231,http://www.mufoncms.com/files_jeud8334j/82231_submitter_file1__Initial.jpg,"nematode, nematode worm, roundworm"
82234,http://www.mufoncms.com/files_jeud8334j/82234_submitter_file1__IMG0154.JPG,envelope
82250,http://www.mufoncms.com/files_jeud8334j/82250_submitter_file1__thumbnail201702212010.33.381.jpg,geyser
82255,http://www.mufoncms.com/files_jeud8334j/82255_submitter_file1__IMG20170221150847014.jpg,rapeseed
82258,http://www.mufoncms.com/files_jeud8334j/82258_submitter_file1__received10208716230128332.jpeg,comic book
82259,http://www.mufoncms.com/files_jeud8334j/82259_submitter_file1__IMG20170221202929.jpg,envelope
82265,http://www.mufoncms.com/files_jeud8334j/82265_submitter_file1__IMG8608.JPG,"flagpole, flagstaff"
82267,http://www.mufoncms.com/files_jeud8334j/82267_submitter_file1__IMG0494.JPG,fireboat
82268,http://www.mufoncms.com/files_jeud8334j/82268_submitter_file1__Capturedecran20150424a18.32.38.png,"seashore, coast, seacoast, sea-coast"
82278,http://www.mufoncms.com/files_jeud8334j/82278_submitter_file2__IMG2345.JPG,"laptop, laptop computer"
82290,http://www.mufoncms.com/files_jeud8334j/82290_submitter_file2__image.jpeg,"traffic light, traffic signal, stoplight"
82291,http://www.mufoncms.com/files_jeud8334j/82291_submitter_file2__image.jpeg,"traffic light, traffic signal, stoplight"
82301,http://www.mufoncms.com/files_jeud8334j/82301_submitter_file2__IMG1326.PNG,"traffic light, traffic signal, stoplight"
82302,http://www.mufoncms.com/files_jeud8334j/82302_submitter_file1__FBIMG1487908331334.jpg,"beacon, lighthouse, beacon light, pharos"
82304,http://www.mufoncms.com/files_jeud8334j/82304_submitter_file3__201702231934431.jpg,"spotlight, spot"
82305,http://www.mufoncms.com/files_jeud8334j/82305_submitter_file1__1006712.JPG,"spotlight, spot"
82307,http://www.mufoncms.com/files_jeud8334j/82307_submitter_file1__IMG0798.JPG,car mirror
82308,http://www.mufoncms.com/files_jeud8334j/82308_submitter_file2__20170217150141.png,"redshank, Tringa totanus"
82314,http://www.mufoncms.com/files_jeud8334j/82314_submitter_file1__image.jpeg,"seashore, coast, seacoast, sea-coast"
82335,http://www.mufoncms.com/files_jeud8334j/82335_submitter_file1__IMG0693.JPG,"parachute, chute"
82337,http://www.mufoncms.com/files_jeud8334j/82337_submitter_file1__DSC02166.JPG,crane
82344,http://www.mufoncms.com/files_jeud8334j/82344_submitter_file1__20170127144412.jpg,volcano
82349,http://www.mufoncms.com/files_jeud8334j/82349_submitter_file1__ufo.JPG,"nematode, nematode worm, roundworm"
82355,http://www.mufoncms.com/files_jeud8334j/82355_submitter_file1__image.png,"church, church building"
82358,http://www.mufoncms.com/files_jeud8334j/82358_submitter_file1__20170225231841.jpg,"nematode, nematode worm, roundworm"
82365,http://www.mufoncms.com/files_jeud8334j/82365_submitter_file1__20170225203739.jpg,volcano
82369,http://www.mufoncms.com/files_jeud8334j/82369_submitter_file2__170352657484297219904531615676341n.jpg,"grand piano, grand"
82380,http://www.mufoncms.com/files_jeud8334j/82380_submitter_file1__IMG2055.JPG,"spotlight, spot"
82386,http://www.mufoncms.com/files_jeud8334j/82386_submitter_file1__IMG3627.JPG,"nematode, nematode worm, roundworm"
82388,http://www.mufoncms.com/files_jeud8334j/82388_submitter_file1__IMG3644.JPG,"nematode, nematode worm, roundworm"
82390,http://www.mufoncms.com/files_jeud8334j/82390_submitter_file1__16865066102091886768554518337752226984315338n.jpg,"cliff, drop, drop-off"
82392,http://www.mufoncms.com/files_jeud8334j/82392_submitter_file1__20170227165118.jpg,menu
82393,http://www.mufoncms.com/files_jeud8334j/82393_submitter_file2__IMG0630.JPG,volcano
82398,http://www.mufoncms.com/files_jeud8334j/82398_submitter_file1__201702260952121.jpg,"spotlight, spot"
82399,http://www.mufoncms.com/files_jeud8334j/82399_submitter_file1__IMG20160806210558702.jpg,kite
82407,http://www.mufoncms.com/files_jeud8334j/82407_submitter_file1__downsized0724161535a.jpg,"solar dish, solar collector, solar furnace"
82410,http://www.mufoncms.com/files_jeud8334j/82410_submitter_file1__IMG0246.JPG,geyser
82411,http://www.mufoncms.com/files_jeud8334j/82411_submitter_file1__received427525590923562.jpeg,planetarium
82421,http://www.mufoncms.com/files_jeud8334j/82421_submitter_file1__20170124074744.jpg,broom
