urls,caption,event_id
http://www.mufoncms.com/files_jeud8334j/70548_submitter_file1__WP20150721008.jpg,a teddy bear sitting in a window sill .,70548
http://www.mufoncms.com/files_jeud8334j/90527_submitter_file1__1029111430.jpg,a street sign on the side of a road .,90527
http://www.mufoncms.com/files_jeud8334j/90526_submitter_file1__1029111430.jpg,a street sign on the side of a road .,90526
http://www.mufoncms.com/files_jeud8334j/90525_submitter_file1__1029111430.jpg,a street sign on the side of a road .,90525
http://www.mufoncms.com/files_jeud8334j/90524_submitter_file1__20180302214326.jpg,a person is in the water with a frisbee .,90524
http://www.mufoncms.com/files_jeud8334j/90513_submitter_file1__FBIMG1519997081075.jpg,a blue and white airplane flying in the sky .,90513
http://www.mufoncms.com/files_jeud8334j/90511_submitter_file1__F7EC3EEEE42C4C4AA20C3B30CAB65964.jpeg,a group of cows grazing in a field .,90511
http://www.mufoncms.com/files_jeud8334j/90507_submitter_file1__DSC02398.JPG,an airplane flying through a cloudy blue sky .,90507
http://www.mufoncms.com/files_jeud8334j/90505_submitter_file1__ufo1.jpg,a close up of a person holding a tooth brush,90505
http://www.mufoncms.com/files_jeud8334j/90504_submitter_file1__UFOOriginal21818.jpeg,a plane flying in the sky over some trees .,90504
http://www.mufoncms.com/files_jeud8334j/90503_submitter_file2__IMG84841.JPG,a view of a snowy mountain and a street light .,90503
http://www.mufoncms.com/files_jeud8334j/90502_submitter_file1__281519753242966.jpeg,a traffic light hanging over a city street .,90502
http://www.mufoncms.com/files_jeud8334j/90496_submitter_file1__IMG9226.PNG,a person flying a kite in a field .,90496
http://www.mufoncms.com/files_jeud8334j/78225_submitter_file1__image.jpeg,a person is flying a kite in a field .,78225
http://www.mufoncms.com/files_jeud8334j/78224_submitter_file1__image.jpeg,a plane flying in the sky over a city .,78224
http://www.mufoncms.com/files_jeud8334j/78219_submitter_file1__IMG2016080221374001.jpg,a close up of a person holding an open umbrella,78219
http://www.mufoncms.com/files_jeud8334j/78213_submitter_file1__20160805030044LC40.jpg,a view of a street light from a distance .,78213
http://www.mufoncms.com/files_jeud8334j/78212_submitter_file1__20160805030044LC40.jpg,a view of a street light from a distance .,78212
http://www.mufoncms.com/files_jeud8334j/78209_submitter_file1__20160805030044LC40.jpg,a view of a street light from a distance .,78209
http://www.mufoncms.com/files_jeud8334j/78206_submitter_file1__20160805030044LC40.jpg,a view of a street light from a distance .,78206
http://www.mufoncms.com/files_jeud8334j/87550_submitter_file1__20171020164547.jpg,a view of a city street from a plane .,87550
http://www.mufoncms.com/files_jeud8334j/87548_submitter_file1__seq1.JPG,a sign on a building with a sign on it,87548
http://www.mufoncms.com/files_jeud8334j/87544_submitter_file1__24AF8BA2000005782909553imagea11421228974373.jpg,a person holding a cell phone in their hand .,87544
http://www.mufoncms.com/files_jeud8334j/87541_submitter_file1__LightintheskyOctober122017ShirleyArkansa.JPG,a person on a skateboard doing a trick .,87541
http://www.mufoncms.com/files_jeud8334j/87533_submitter_file1__20171021022814.jpg,a black and white photo of a clock tower .,87533
http://www.mufoncms.com/files_jeud8334j/87529_submitter_file1__ACF51ECFF3DE413086A66E88E3AAB840.jpeg,a view of a city skyline from a plane .,87529
http://www.mufoncms.com/files_jeud8334j/87525_submitter_file1__ufo.jpg,a blue and white bird flying in the sky .,87525
http://www.mufoncms.com/files_jeud8334j/87523_submitter_file1__Screenshot20171023064606.png,a bird flying in the air with a sky background,87523
http://www.mufoncms.com/files_jeud8334j/73528_submitter_file1__20150808202348.jpg,a group of boats floating on top of a body of water .,73528
http://www.mufoncms.com/files_jeud8334j/73520_submitter_file1__image.jpg,a street scene with focus on a traffic light .,73520
http://www.mufoncms.com/files_jeud8334j/73513_submitter_file1__IMG2309.JPG,a red and white bird flying in the sky,73513
http://www.mufoncms.com/files_jeud8334j/73504_submitter_file2__OrangeOrbsThroughWindshieldinWoodinvilleWA.jpg,a traffic light on a city street with cars,73504
http://www.mufoncms.com/files_jeud8334j/78494_submitter_file1__MoonSomething.jpg,a group of birds flying in the sky .,78494
http://www.mufoncms.com/files_jeud8334j/78491_submitter_file1__image.jpeg,a kite flying in the sky over a city .,78491
http://www.mufoncms.com/files_jeud8334j/78489_submitter_file1__weirdlight51516.jpg,a group of people on a city street .,78489
http://www.mufoncms.com/files_jeud8334j/78488_submitter_file1__DSCN7209.JPG,a close up of a pair of scissors,78488
http://www.mufoncms.com/files_jeud8334j/78487_submitter_file1__20160816192317.jpg,a plane flying over a large body of water .,78487
http://www.mufoncms.com/files_jeud8334j/78479_submitter_file2__image.png,a black and white photo of a clock tower .,78479
http://www.mufoncms.com/files_jeud8334j/78475_submitter_file2__image.jpeg,a view of a city skyline from a plane .,78475
http://www.mufoncms.com/files_jeud8334j/77834_submitter_file5__20160715193122.jpg,a large jetliner flying over a mountain range .,77834
http://www.mufoncms.com/files_jeud8334j/77829_submitter_file1__Scan.jpg,a flock of birds sitting on top of a power line .,77829
http://www.mufoncms.com/files_jeud8334j/77828_submitter_file1__Copyofsundaynight009.jpg,a view of a city street at night .,77828
http://www.mufoncms.com/files_jeud8334j/77825_submitter_file1__20160720195451.jpg,a street sign on the side of a road .,77825
http://www.mufoncms.com/files_jeud8334j/77823_submitter_file1__image.jpeg,a view of a street light from a window .,77823
http://www.mufoncms.com/files_jeud8334j/77821_submitter_file1__IMG20160721092222.jpg,a close up of a pair of scissors,77821
http://www.mufoncms.com/files_jeud8334j/77811_submitter_file1__20160710133304.jpg,a wooden bench sitting in the middle of a forest .,77811
http://www.mufoncms.com/files_jeud8334j/77809_submitter_file1__20151230212551resized11.jpg,a view of a city street from a window .,77809
http://www.mufoncms.com/files_jeud8334j/77807_submitter_file1__201402101725360.jpg,a kite flying in the sky with a sky background,77807
http://www.mufoncms.com/files_jeud8334j/90269_submitter_file1__PIC1isawgreenlightloweringneedszoomedin.jpg,a view of a city street at night .,90269
http://www.mufoncms.com/files_jeud8334j/90266_submitter_file1__UFO.JPG,a person flying a kite in a field .,90266
http://www.mufoncms.com/files_jeud8334j/90264_submitter_file1__fountainhills.jpg,a group of people sitting on top of a bench .,90264
http://www.mufoncms.com/files_jeud8334j/90251_submitter_file1__Screenshot20180215201434.jpg,a black and white photo of a man flying a kite .,90251
http://www.mufoncms.com/files_jeud8334j/90239_submitter_file1__ScreenShot20180214at7.42.47PM.png,a person is flying a kite in the sky .,90239
http://www.mufoncms.com/files_jeud8334j/73398_submitter_file1__IMG0126.JPG,a bird perched on top of a wooden table .,73398
http://www.mufoncms.com/files_jeud8334j/73393_submitter_file1__IMG20151227164354707.jpg,a herd of cattle grazing on a lush green hillside .,73393
http://www.mufoncms.com/files_jeud8334j/73390_submitter_file1__IMG6686.JPG,a flock of birds flying over a forest .,73390
http://www.mufoncms.com/files_jeud8334j/73375_submitter_file1__UFO91215.jpg,a large building with a sign on it .,73375
http://www.mufoncms.com/files_jeud8334j/73374_submitter_file1__UFOoverLakePontchartrain.jpg,a group of people standing on top of a lush green field .,73374
http://www.mufoncms.com/files_jeud8334j/73372_submitter_file1__20151129060046.jpg,a small white and black bird sitting on a window sill .,73372
http://www.mufoncms.com/files_jeud8334j/88069_submitter_file1__OperaSnapshot20171116115149www.google.com.png,a view of a city skyline from the water .,88069
http://www.mufoncms.com/files_jeud8334j/88047_submitter_file1__FullSizeRender.jpg,a view of a street from the side of a road .,88047
http://www.mufoncms.com/files_jeud8334j/83905_submitter_file1__10942738868968573125150247731499648594662n.jpg,a plane is flying in the sky over the clouds .,83905
http://www.mufoncms.com/files_jeud8334j/83904_submitter_file1__052017NewMexico161aPetroglyphUFO.JPG,a small white bird standing in the grass .,83904
http://www.mufoncms.com/files_jeud8334j/83901_submitter_file1__20170518072232.jpg,a view of a mountain from a window .,83901
http://www.mufoncms.com/files_jeud8334j/83900_submitter_file1__HUNT01496A.JPG,a plane flying in the sky with a sky background,83900
http://www.mufoncms.com/files_jeud8334j/83893_submitter_file1__Picture1.JPG,a view of a city street from a plane .,83893
http://www.mufoncms.com/files_jeud8334j/83884_submitter_file1__DSC0075cropsmarttonesmartfix.jpg,a red and white fire hydrant in front of a building .,83884
http://www.mufoncms.com/files_jeud8334j/83875_submitter_file1__IMG1103.PNG,a group of people standing around a table .,83875
http://www.mufoncms.com/files_jeud8334j/78899_submitter_file1__UFOTodaySep32016.jpg,a person riding a bike on a ramp,78899
http://www.mufoncms.com/files_jeud8334j/78878_submitter_file1__GildaandAvery1stUFOEncounterMUFONCase51616bBEFORENONAMES.png,a view of a snowy landscape from a plane .,78878
http://www.mufoncms.com/files_jeud8334j/78876_submitter_file1__image.jpeg,a view of a plane in the sky .,78876
http://www.mufoncms.com/files_jeud8334j/78871_submitter_file1__20160902190006.jpg,a kite flying in the sky over a city .,78871
http://www.mufoncms.com/files_jeud8334j/78870_submitter_file1__dotsufo.jpg,a picture of a person holding a pair of scissors .,78870
http://www.mufoncms.com/files_jeud8334j/89272_submitter_file1__GreenLightinSky.jpeg,a large body of water with a bridge in the background,89272
http://www.mufoncms.com/files_jeud8334j/89268_submitter_file3__Ufo.png,a close up of a red and white fire hydrant .,89268
http://www.mufoncms.com/files_jeud8334j/89266_submitter_file1__IMG1394.JPG,a black and white photo of a clock,89266
http://www.mufoncms.com/files_jeud8334j/89261_submitter_file1__20180101012757.jpg,a view of a city street with cars and motorcycles .,89261
http://www.mufoncms.com/files_jeud8334j/89257_submitter_file1__631.jpg,a person sitting on a bench in the dark .,89257
http://www.mufoncms.com/files_jeud8334j/89254_submitter_file1__IMGE2721.JPG,a street light that is on a pole .,89254
http://www.mufoncms.com/files_jeud8334j/89250_submitter_file1__20180101001137.jpg,a plane flying in the sky with a sky background,89250
http://www.mufoncms.com/files_jeud8334j/89241_submitter_file1__vlcsnap2018010205h56m47s0572.png,a plane flying in the sky on a cloudy day .,89241
http://www.mufoncms.com/files_jeud8334j/76972_submitter_file1__JTRCLayoutMapAnno.JPG,a collage of photos with a clock on the wall,76972
http://www.mufoncms.com/files_jeud8334j/76971_submitter_file1__image.png,a close up of a red and white umbrella .,76971
http://www.mufoncms.com/files_jeud8334j/76969_submitter_file1__UFO061016910PMIMG6696.jpg,a person sitting on a bench in front of a building .,76969
http://www.mufoncms.com/files_jeud8334j/76967_submitter_file1__picturereferences.png,a view of a city street with a traffic light .,76967
http://www.mufoncms.com/files_jeud8334j/76953_submitter_file1__ufo.jpeg,a black and white photo of a snow skier,76953
http://www.mufoncms.com/files_jeud8334j/76951_submitter_file1__IMG0437.jpg,a man is standing next to a horse .,76951
http://www.mufoncms.com/files_jeud8334j/76946_submitter_file1__SnapShot681lighten.jpg,a kite flying in the sky with a sky background,76946
http://www.mufoncms.com/files_jeud8334j/76943_submitter_file2__image.jpg,a close up of a pair of scissors,76943
http://www.mufoncms.com/files_jeud8334j/86210_submitter_file1__IMG0577.JPG,a black and white photo of a person holding a red umbrella,86210
http://www.mufoncms.com/files_jeud8334j/86201_submitter_file1__IMG1258.JPG,a flock of birds flying through a cloudy sky .,86201
http://www.mufoncms.com/files_jeud8334j/86196_submitter_file1__ufo.jpg,a flock of birds flying over a forest .,86196
http://www.mufoncms.com/files_jeud8334j/86195_submitter_file1__IMG0320.JPG,a horse is standing on the side of a mountain .,86195
http://www.mufoncms.com/files_jeud8334j/86190_submitter_file1__eclipse2017295.jpg,a person flying a kite in a cloudy sky .,86190
http://www.mufoncms.com/files_jeud8334j/86187_submitter_file1__0821171312.jpg,a view of a sunset from the sky .,86187
http://www.mufoncms.com/files_jeud8334j/86186_submitter_file1__image1.JPG,a group of people riding skateboards on a bridge .,86186
http://www.mufoncms.com/files_jeud8334j/86185_submitter_file1__IMG1278.jpg,a plane flying in the sky with a sky background,86185
http://www.mufoncms.com/files_jeud8334j/74801_submitter_file1__IMG0423.JPG,a person flying a kite in a cloudy sky .,74801
http://www.mufoncms.com/files_jeud8334j/74798_submitter_file1__20160226190409.jpg,a teddy bear with a red bow on it 's head .,74798
http://www.mufoncms.com/files_jeud8334j/74797_submitter_file1__20160226123531.jpg,a large jetliner flying through a cloudy blue sky .,74797
http://www.mufoncms.com/files_jeud8334j/74795_submitter_file1__ufo.jpg,a plane flying over a field with mountains in the background,74795
http://www.mufoncms.com/files_jeud8334j/74786_submitter_file1__ufobyhuricane887.jpg,a plane flying through a cloudy blue sky .,74786
http://www.mufoncms.com/files_jeud8334j/71971_submitter_file1__IMG20151029050956HDR.jpg,a black and white photo of a street light,71971
http://www.mufoncms.com/files_jeud8334j/71962_submitter_file1__20151026165538.jpg,a traffic light sitting on the side of a road .,71962
http://www.mufoncms.com/files_jeud8334j/71959_submitter_file1__image.jpeg,a man in a suit is holding a cell phone .,71959
http://www.mufoncms.com/files_jeud8334j/71957_submitter_file1__image.jpeg,a black and white photo of a large rock,71957
http://www.mufoncms.com/files_jeud8334j/71954_submitter_file1__Skyspherepanels.jpg,a couple of bears that are in the water .,71954
http://www.mufoncms.com/files_jeud8334j/71950_submitter_file1__image.jpeg,a black and white photo of a street light .,71950
http://www.mufoncms.com/files_jeud8334j/77070_submitter_file1__IMG20160615195435481.jpg,a red stop sign sitting on the side of a road .,77070
http://www.mufoncms.com/files_jeud8334j/77066_submitter_file1__FBIMG1444059895703.jpg,a person flying a kite in a field .,77066
http://www.mufoncms.com/files_jeud8334j/77064_submitter_file1__ufo2.jpg,a large jetliner flying over a body of water .,77064
http://www.mufoncms.com/files_jeud8334j/77062_submitter_file1__2016061510.45.57theverybrightlightisawforawhilethroughawindowatwork.jpg,a bird flying over a building with a sky background,77062
http://www.mufoncms.com/files_jeud8334j/77060_submitter_file1__orbsoflight.jpg,a view of a city from a plane .,77060
http://www.mufoncms.com/files_jeud8334j/77058_submitter_file1__greenleaf.png,a pair of scissors sitting on top of a table .,77058
http://www.mufoncms.com/files_jeud8334j/77055_submitter_file1__1344530412203686746507044106953543504518831n.jpg,a person on a snowboard in the snow .,77055
http://www.mufoncms.com/files_jeud8334j/77052_submitter_file1__015cfaeedc4205orig.png,a person holding a frisbee in a field,77052
http://www.mufoncms.com/files_jeud8334j/77051_submitter_file1__sighting.png,a bunch of different colored scissors sitting on a table .,77051
http://www.mufoncms.com/files_jeud8334j/77050_submitter_file5__IMG2334.PNG,a black and white photo of a street light .,77050
http://www.mufoncms.com/files_jeud8334j/77049_submitter_file5__IMG2334.PNG,a black and white photo of a street light .,77049
http://www.mufoncms.com/files_jeud8334j/77048_submitter_file1__aug1620141038pmkarenone.JPG,a cat sitting on top of a grass covered field .,77048
http://www.mufoncms.com/files_jeud8334j/77040_submitter_file1__20160612203127.jpg,a red and white plane flying over a city .,77040
http://www.mufoncms.com/files_jeud8334j/77039_submitter_file1__20160612203127.jpg,a red and white plane flying over a city .,77039
http://www.mufoncms.com/files_jeud8334j/77038_submitter_file1__20160612203127.jpg,a red and white plane flying over a city .,77038
http://www.mufoncms.com/files_jeud8334j/80298_submitter_file1__DSC0050.JPG,a group of people flying kites in a park .,80298
http://www.mufoncms.com/files_jeud8334j/80295_submitter_file1__IMG0115.JPG,a fire hydrant in the middle of a forest .,80295
http://www.mufoncms.com/files_jeud8334j/80289_submitter_file1__20160818125054.jpg,a car parked on the side of the road .,80289
http://www.mufoncms.com/files_jeud8334j/80286_submitter_file1__1162016midniteUFOa.JPG,a close up of a person holding a cell phone,80286
http://www.mufoncms.com/files_jeud8334j/80281_submitter_file1__IMG0136diskandpurpleobject.jpg,a laptop computer sitting on top of a table .,80281
http://www.mufoncms.com/files_jeud8334j/80278_submitter_file1__20161105152532raw.jpg,a man flying a kite in a cloudy sky .,80278
http://www.mufoncms.com/files_jeud8334j/80275_submitter_file1__IMG1987.JPG,a view of a city from a plane window .,80275
http://www.mufoncms.com/files_jeud8334j/80272_submitter_file1__1103161722021.jpg,a plane flying in the air with a sky background,80272
http://www.mufoncms.com/files_jeud8334j/80270_submitter_file1__20160802085141.jpg,a train traveling over a bridge over a river .,80270
http://www.mufoncms.com/files_jeud8334j/80269_submitter_file1__IMG1483.jpg,a plane is flying over a city street .,80269
http://www.mufoncms.com/files_jeud8334j/80265_submitter_file1__image.jpeg,a person riding a skate board on a city street,80265
http://www.mufoncms.com/files_jeud8334j/80264_submitter_file1__image.jpeg,a traffic light suspended over a city street .,80264
http://www.mufoncms.com/files_jeud8334j/84684_submitter_file1__IMG1790.JPG,a street sign on a pole on a city street,84684
http://www.mufoncms.com/files_jeud8334j/84664_submitter_file1__IMG0922.JPG,a plane flying in the sky over a city .,84664
http://www.mufoncms.com/files_jeud8334j/84661_submitter_file1__IMG0048.JPG,a black and white photo of a clock tower .,84661
http://www.mufoncms.com/files_jeud8334j/84660_submitter_file1__IMG0048.JPG,a black and white photo of a clock tower .,84660
http://www.mufoncms.com/files_jeud8334j/84653_submitter_file1__sun1.jpg,a view of a plane flying in the sky .,84653
http://www.mufoncms.com/files_jeud8334j/84651_submitter_file1__DSC92992.jpg,a person on a snowboard in the snow .,84651
http://www.mufoncms.com/files_jeud8334j/75634_submitter_file1__IMG3132.JPG,a view of a mountain range with mountains in the background .,75634
http://www.mufoncms.com/files_jeud8334j/75620_submitter_file1__20160404190155.jpg,a plane flying in the sky with a sky background,75620
http://www.mufoncms.com/files_jeud8334j/75614_submitter_file1__sighting18.jpg,a lit up lit candle lit up in the dark .,75614
http://www.mufoncms.com/files_jeud8334j/85038_submitter_file1__711garage1.jpg,a large body of water with a bunch of boats in it,85038
http://www.mufoncms.com/files_jeud8334j/85035_submitter_file1__20170711114528.jpg,a jet flying in the air with a sky background,85035
http://www.mufoncms.com/files_jeud8334j/85032_submitter_file1__image.jpeg,a man wearing a hat and a tie .,85032
http://www.mufoncms.com/files_jeud8334j/85031_submitter_file1__map1.PNG,a bunch of kites flying in the air,85031
http://www.mufoncms.com/files_jeud8334j/85029_submitter_file1__20170630144921.jpg,a person riding a motorcycle down a road .,85029
http://www.mufoncms.com/files_jeud8334j/85026_submitter_file1__FBIMG1499571572730.jpg,a person standing on a beach flying a kite .,85026
http://www.mufoncms.com/files_jeud8334j/85025_submitter_file1__June11201712am1.jpg,a black and white photo of a clock tower .,85025
http://www.mufoncms.com/files_jeud8334j/85024_submitter_file1__20170704004840.jpg,a traffic light suspended over a city street .,85024
http://www.mufoncms.com/files_jeud8334j/85019_submitter_file1__20160627204904.jpg,a plane flying in the sky with a sky background,85019
http://www.mufoncms.com/files_jeud8334j/85016_submitter_file1__2017jul050514PM.JPG,a train traveling over a bridge over a river .,85016
http://www.mufoncms.com/files_jeud8334j/85014_submitter_file2__UFO1.png,a large jetliner flying over a large body of water .,85014
http://www.mufoncms.com/files_jeud8334j/85011_submitter_file1__20170219195200.jpg,a person is holding a laptop in their hand .,85011
http://www.mufoncms.com/files_jeud8334j/89786_submitter_file1__2012090121.38.03.jpg,a view of a clock tower from below .,89786
http://www.mufoncms.com/files_jeud8334j/89783_submitter_file1__DepthOfField4.JPG,a group of people flying kites in a field .,89783
http://www.mufoncms.com/files_jeud8334j/89779_submitter_file1__IMG698096998.jpg,a blue and white airplane flying in the sky .,89779
http://www.mufoncms.com/files_jeud8334j/89778_submitter_file1__Screenshot20180124165431.png,a group of birds sitting on top of a tree .,89778
http://www.mufoncms.com/files_jeud8334j/89774_submitter_file1__ufo1.jpg,a person flying a kite in a park .,89774
http://www.mufoncms.com/files_jeud8334j/89772_submitter_file1__IMG2428.JPG,a large building with a clock on it .,89772
http://www.mufoncms.com/files_jeud8334j/89769_submitter_file1__IMG20180123224058251.jpg,a black and white photo of a clock tower .,89769
http://www.mufoncms.com/files_jeud8334j/89768_submitter_file1__7697BC8C90D9415CB05C2338A749E54A.jpeg,a group of people standing in front of a tv .,89768
http://www.mufoncms.com/files_jeud8334j/89765_submitter_file1__20180120121706.jpg,a view of a mountain range from a plane .,89765
http://www.mufoncms.com/files_jeud8334j/83156_submitter_file1__fullsizeoutput1859.jpeg,a kite flying in the sky with a sky background,83156
http://www.mufoncms.com/files_jeud8334j/83155_submitter_file1__image.jpeg,a bird flying over a body of water .,83155
http://www.mufoncms.com/files_jeud8334j/83149_submitter_file1__1.DomedSaucer2Enlarged.JPG,a kite flying in the sky with a sky background,83149
http://www.mufoncms.com/files_jeud8334j/83148_submitter_file1__1.BlueCenteredTypeUFOOriginal.JPG,a traffic light sitting on the side of a road .,83148
http://www.mufoncms.com/files_jeud8334j/83147_submitter_file1__1.OrangeAndYellowUFOOrbsPhotograph1Original.JPG,a black and white photo of a man flying a kite .,83147
http://www.mufoncms.com/files_jeud8334j/83146_submitter_file1__1.TwoOrangeAndYellowUFOOrbsOriginal.JPG,a person flying a kite in the sky .,83146
http://www.mufoncms.com/files_jeud8334j/83144_submitter_file1__500pxBMP8205.jpg,a plane flying in the sky over a mountain .,83144
http://www.mufoncms.com/files_jeud8334j/83142_submitter_file1__IMG1139.JPG,a black and white photo of a street light .,83142
http://www.mufoncms.com/files_jeud8334j/83138_submitter_file1__20160922063639.jpg,a person on a surfboard in the water .,83138
http://www.mufoncms.com/files_jeud8334j/83137_submitter_file1__image.jpg,a bed with a white comforter and pillows .,83137
http://www.mufoncms.com/files_jeud8334j/83135_submitter_file2__20170408161618.jpg,a view of a bunch of trees in the rain .,83135
http://www.mufoncms.com/files_jeud8334j/83134_submitter_file2__20170408161618.jpg,a view of a bunch of trees in the rain .,83134
http://www.mufoncms.com/files_jeud8334j/83133_submitter_file2__20170408161618.jpg,a view of a bunch of trees in the rain .,83133
http://www.mufoncms.com/files_jeud8334j/83131_submitter_file1__fullsizeoutput183c.jpeg,a kite flying in the sky with a sky background,83131
http://www.mufoncms.com/files_jeud8334j/83130_submitter_file1__1.RectangularUFOWithStrangeContrailsPhotograph1Original.jpg,a large jetliner flying through a blue sky .,83130
http://www.mufoncms.com/files_jeud8334j/71692_submitter_file1__randomwallpaper035.jpg,a stop light that is on a pole .,71692
http://www.mufoncms.com/files_jeud8334j/71691_submitter_file1__image.jpg,a man standing in a room with a clock .,71691
http://www.mufoncms.com/files_jeud8334j/71690_submitter_file1__UFO1.jpg,a tall clock tower with a sky background,71690
http://www.mufoncms.com/files_jeud8334j/71686_submitter_file1__IMG2187.JPG,a person holding a cell phone in their hand .,71686
http://www.mufoncms.com/files_jeud8334j/71683_submitter_file1__Scan.jpg,a white plate with a piece of cake on it .,71683
http://www.mufoncms.com/files_jeud8334j/71681_submitter_file1__001.jpg,a red stop sign sitting on the side of a road .,71681
http://www.mufoncms.com/files_jeud8334j/71677_submitter_file1__IMG0254.jpg,a horse grazing in a field of grass .,71677
http://www.mufoncms.com/files_jeud8334j/75128_submitter_file1__20160309230437.jpg,a black and white photo of a clock tower .,75128
http://www.mufoncms.com/files_jeud8334j/75121_submitter_file1__IMG20160308061856750HDR.jpg,a person on a horse in the snow .,75121
http://www.mufoncms.com/files_jeud8334j/75120_submitter_file1__IMG20160310194837116.jpg,a pair of scissors sitting on top of a table .,75120
http://www.mufoncms.com/files_jeud8334j/75118_submitter_file1__20160309150232.jpg,a group of people flying kites in a field .,75118
http://www.mufoncms.com/files_jeud8334j/75112_submitter_file1__128029089418867092526184067389278463448570n.jpg,a plane flying in the sky over a mountain .,75112
http://www.mufoncms.com/files_jeud8334j/75109_submitter_file1__IMG1022.JPG,a bird perched on top of a tree branch .,75109
http://www.mufoncms.com/files_jeud8334j/75104_submitter_file1__018.JPG,a bird flying over a body of water .,75104
http://www.mufoncms.com/files_jeud8334j/85414_submitter_file1__IMG0172.JPG,a traffic light sitting on the side of a road .,85414
http://www.mufoncms.com/files_jeud8334j/85413_submitter_file1__IMG0457.JPG,a person is holding a skateboard in their hand .,85413
http://www.mufoncms.com/files_jeud8334j/85403_submitter_file1__Screenshot20170724234356.png,a man flying through the air while riding a snowboard .,85403
http://www.mufoncms.com/files_jeud8334j/85396_submitter_file1__IMG20140621125103210.jpg,a traffic light sitting on the side of a road .,85396
http://www.mufoncms.com/files_jeud8334j/75742_submitter_file1__20151128163948.jpg,a close up of a white and blue vase on a table .,75742
http://www.mufoncms.com/files_jeud8334j/75738_submitter_file1__2UFOs2.jpg,a man holding a pair of scissors in his hands .,75738
http://www.mufoncms.com/files_jeud8334j/75732_submitter_file1__image.png,a person is in the air on a laptop,75732
http://www.mufoncms.com/files_jeud8334j/75726_submitter_file3__image.jpeg,a man holding an umbrella in the rain .,75726
http://www.mufoncms.com/files_jeud8334j/75725_submitter_file1__IMG2722.JPG,a person flying a kite on a cloudy day .,75725
http://www.mufoncms.com/files_jeud8334j/75719_submitter_file1__SkeltonSaltburnUFOs.JPG,a large building with a large clock tower .,75719
http://www.mufoncms.com/files_jeud8334j/71308_submitter_file1__DNVM0016.JPG,a black and white photo of a person on a skateboard .,71308
http://www.mufoncms.com/files_jeud8334j/71304_submitter_file1__IMG0198.JPG,a black and white photo of a city skyline .,71304
http://www.mufoncms.com/files_jeud8334j/71302_submitter_file1__UFO001.JPG,a dog is standing on a boat in the water .,71302
http://www.mufoncms.com/files_jeud8334j/71301_submitter_file1__image.jpeg,an airplane is flying high in the sky .,71301
http://www.mufoncms.com/files_jeud8334j/71298_submitter_file1__20150918083456.jpg,a building with a clock tower in the middle of it .,71298
http://www.mufoncms.com/files_jeud8334j/71297_submitter_file1__DSC0053.jpg,a kite flying in the sky with a sky background,71297
http://www.mufoncms.com/files_jeud8334j/71294_submitter_file1__image.jpeg,a kite flying in the sky with a sky background,71294
http://www.mufoncms.com/files_jeud8334j/71284_submitter_file1__052001.jpg,a plane flying over a building with a sky background,71284
http://www.mufoncms.com/files_jeud8334j/83417_submitter_file1__20170429171013.jpg,a large bridge spanning the width of a river .,83417
http://www.mufoncms.com/files_jeud8334j/83405_submitter_file1__IMG0591.PNG,a picture of a television screen with a clock on it .,83405
http://www.mufoncms.com/files_jeud8334j/83402_submitter_file1__20170425193613.jpg,a white and black bird flying in the sky .,83402
http://www.mufoncms.com/files_jeud8334j/83397_submitter_file1__1.UFOCheckingOutAVirginAtlanticPlanePhotograph1Original.JPG,a large jetliner flying through a blue sky .,83397
http://www.mufoncms.com/files_jeud8334j/83395_submitter_file1__1.FlyingSaucerWithContrail2.jpg,an airplane flying in the sky over a city .,83395
http://www.mufoncms.com/files_jeud8334j/83394_submitter_file1__DSC4346.jpg,a person flying a kite in a cloudy sky .,83394
http://www.mufoncms.com/files_jeud8334j/83392_submitter_file1__DSC4346.jpg,a person flying a kite in a cloudy sky .,83392
http://www.mufoncms.com/files_jeud8334j/72236_submitter_file1__image.jpg,a large body of water next to a bridge .,72236
http://www.mufoncms.com/files_jeud8334j/72224_submitter_file1__FBIMG1446870571340.jpg,a city street filled with lots of traffic .,72224
http://www.mufoncms.com/files_jeud8334j/72223_submitter_file1__20151104095009.jpg,a view of a mountain range from a window .,72223
http://www.mufoncms.com/files_jeud8334j/72217_submitter_file1__SturtevantOrb1.jpg,a living room filled with furniture and a tv .,72217
http://www.mufoncms.com/files_jeud8334j/72216_submitter_file1__DSCN0022.jpg,a person holding a red and white umbrella .,72216
http://www.mufoncms.com/files_jeud8334j/79775_submitter_file1__20161012230834.jpg,a close up of a pair of scissors,79775
http://www.mufoncms.com/files_jeud8334j/79774_submitter_file1__IMG20150216152458.jpg,a person on a surfboard in the water .,79774
http://www.mufoncms.com/files_jeud8334j/79773_submitter_file1__craft2.jpeg,a close up of a pair of scissors,79773
http://www.mufoncms.com/files_jeud8334j/79766_submitter_file1__DSC1023Copy.jpg,a bird flying over a lush green field .,79766
http://www.mufoncms.com/files_jeud8334j/79763_submitter_file1__IMG1348.JPG,a red stop sign sitting on the side of a building .,79763
http://www.mufoncms.com/files_jeud8334j/79761_submitter_file1__dscn0134x.jpg,a close up of a person holding a pair of scissors,79761
http://www.mufoncms.com/files_jeud8334j/79758_submitter_file1__IMG9341.JPG,a black and white photo of a street light .,79758
